crop_name,location,price,quantity_kg,month,week,year,date,season,demand,is_peak_season
Coconut,Dindigul,28.06,366.8,12,50,2024,2024-12-11,Rabi,Medium,0
Carrot,Salem,78.82,512.2,12,50,2024,2024-12-12,Rabi,Low,1
Sugarcane,Erode,4.42,638.4,12,50,2024,2024-12-12,Rabi,Medium,1
Cotton,Vellore,59.24,607.1,12,50,2024,2024-12-12,Rabi,Medium,0
Carrot,Chennai,67.52,395.3,12,50,2024,2024-12-13,Rabi,Low,1
Chilli,Coimbatore,107.75,147.1,12,50,2024,2024-12-13,Rabi,Medium,0
Potato,Tirunelveli,31.38,437.6,12,50,2024,2024-12-13,Rabi,Medium,1
Onion,Madurai,43.08,511.5,12,50,2024,2024-12-14,Rabi,Low,1
Lady Finger,Thanjavur,48.04,346.2,12,50,2024,2024-12-14,Rabi,Medium,0
Cabbage,Salem,25.48,379.9,12,50,2024,2024-12-14,Rabi,Low,1
Rice,Dindigul,34.4,616.7,12,50,2024,2024-12-14,Rabi,Medium,0
Sugarcane,Tirunelveli,5.35,395.0,12,50,2024,2024-12-15,Rabi,Low,1
Carrot,Salem,69.64,307.8,12,50,2024,2024-12-15,Rabi,Low,1
Cauliflower,Thanjavur,43.05,241.3,12,51,2024,2024-12-16,Rabi,Low,1
Rice,Dindigul,33.47,392.6,12,51,2024,2024-12-16,Rabi,Medium,0
Potato,Trichy,38.03,545.7,12,51,2024,2024-12-16,Rabi,Low,1
Coconut,Erode,30.28,733.1,12,51,2024,2024-12-16,Rabi,Medium,0
Tomato,Trichy,53.49,492.3,12,51,2024,2024-12-16,Rabi,Low,1
Onion,Thanjavur,50.1,460.9,12,51,2024,2024-12-16,Rabi,Low,1
Lady Finger,Dindigul,46.33,750.0,12,51,2024,2024-12-16,Rabi,Medium,0
Sugarcane,Madurai,4.75,500.5,12,51,2024,2024-12-16,Rabi,Low,1
Lady Finger,Erode,42.75,411.4,12,51,2024,2024-12-17,Rabi,Medium,0
Carrot,Coimbatore,71.32,366.5,12,51,2024,2024-12-17,Rabi,Low,1
Cabbage,Coimbatore,24.83,312.7,12,51,2024,2024-12-17,Rabi,Low,1
Sugarcane,Chennai,5.38,490.6,12,51,2024,2024-12-17,Rabi,Low,1
Groundnut,Chennai,70.31,406.3,12,51,2024,2024-12-17,Rabi,Medium,0
Cotton,Chennai,55.06,638.4,12,51,2024,2024-12-19,Rabi,Medium,0
Rice,Coimbatore,33.77,371.5,12,51,2024,2024-12-19,Rabi,Medium,0
Sugarcane,Thanjavur,5.1,349.1,12,51,2024,2024-12-19,Rabi,Low,1
Banana,Trichy,45.72,606.3,12,51,2024,2024-12-20,Rabi,Medium,0
Cotton,Erode,52.22,357.0,12,51,2024,2024-12-20,Rabi,Medium,0
Coconut,Vellore,26.61,233.3,12,51,2024,2024-12-21,Rabi,Medium,0
Onion,Salem,49.13,505.7,12,51,2024,2024-12-21,Rabi,Low,1
Onion,Tirunelveli,47.05,447.0,12,51,2024,2024-12-21,Rabi,Low,1
Cabbage,Thanjavur,23.95,729.7,12,51,2024,2024-12-21,Rabi,Low,1
Banana,Madurai,47.03,727.7,12,51,2024,2024-12-22,Rabi,Medium,0
Carrot,Coimbatore,72.03,643.9,12,51,2024,2024-12-22,Rabi,Low,1
Potato,Coimbatore,35.19,372.7,12,52,2024,2024-12-23,Rabi,Low,1
Cauliflower,Vellore,39.7,513.8,12,52,2024,2024-12-23,Rabi,Medium,1
Cauliflower,Vellore,46.46,208.8,12,52,2024,2024-12-23,Rabi,Low,1
Brinjal,Thanjavur,29.39,746.5,12,52,2024,2024-12-23,Rabi,Medium,0
Brinjal,Dindigul,25.79,549.9,12,52,2024,2024-12-24,Rabi,Medium,0
Carrot,Thanjavur,65.94,571.7,12,52,2024,2024-12-25,Rabi,Low,1
Coconut,Tirunelveli,29.16,445.8,12,52,2024,2024-12-26,Rabi,Medium,0
Potato,Tirunelveli,35.26,408.7,12,52,2024,2024-12-26,Rabi,Low,1
Cabbage,Coimbatore,27.26,558.6,12,52,2024,2024-12-26,Rabi,Low,1
Onion,Trichy,50.0,318.0,12,52,2024,2024-12-27,Rabi,Low,1
Potato,Thanjavur,31.2,446.5,12,52,2024,2024-12-28,Rabi,Medium,1
Groundnut,Erode,75.57,728.5,12,52,2024,2024-12-28,Rabi,Medium,0
Cotton,Salem,66.84,372.4,12,52,2024,2024-12-28,Rabi,Medium,0
Cauliflower,Thanjavur,39.77,234.0,12,52,2024,2024-12-29,Rabi,Medium,1
Banana,Erode,44.92,584.1,12,52,2024,2024-12-29,Rabi,Medium,0
Coconut,Madurai,27.59,634.0,12,52,2024,2024-12-29,Rabi,Medium,0
Coconut,Madurai,31.69,671.4,12,52,2024,2024-12-29,Rabi,Medium,0
Rice,Salem,31.98,493.7,12,1,2024,2024-12-30,Rabi,Medium,0
Cotton,Salem,57.74,656.0,12,1,2024,2024-12-30,Rabi,Medium,0
Carrot,Tirunelveli,72.21,451.4,12,1,2024,2024-12-30,Rabi,Low,1
Carrot,Salem,68.54,483.4,12,1,2024,2024-12-31,Rabi,Low,1
Banana,Erode,45.24,547.3,12,1,2024,2024-12-31,Rabi,Medium,0
Cauliflower,Vellore,45.42,522.9,12,1,2024,2024-12-31,Rabi,Low,1
Cauliflower,Trichy,46.16,149.9,12,1,2024,2024-12-31,Rabi,Low,1
Groundnut,Trichy,75.48,537.0,12,1,2024,2024-12-31,Rabi,Medium,0
Carrot,Salem,73.04,357.1,1,1,2025,2025-01-01,Rabi,Low,1
Brinjal,Erode,26.96,550.7,1,1,2025,2025-01-01,Rabi,Medium,0
Lady Finger,Trichy,42.52,343.1,1,1,2025,2025-01-02,Rabi,Medium,0
Cabbage,Coimbatore,22.22,298.3,1,1,2025,2025-01-02,Rabi,Medium,1
Groundnut,Coimbatore,79.48,670.9,1,1,2025,2025-01-02,Rabi,Medium,0
Cauliflower,Madurai,44.39,367.7,1,1,2025,2025-01-03,Rabi,Low,1
Tomato,Trichy,34.15,387.4,1,1,2025,2025-01-03,Rabi,Medium,0
Rice,Dindigul,30.09,494.1,1,1,2025,2025-01-04,Rabi,Medium,0
Potato,Erode,36.25,399.2,1,1,2025,2025-01-04,Rabi,Low,1
Groundnut,Thanjavur,67.32,475.5,1,1,2025,2025-01-04,Rabi,Medium,0
Chilli,Coimbatore,134.86,191.7,1,1,2025,2025-01-05,Rabi,Medium,1
Onion,Chennai,42.61,495.2,1,1,2025,2025-01-05,Rabi,Low,1
Banana,Chennai,39.87,384.2,1,1,2025,2025-01-05,Rabi,Medium,0
Onion,Salem,51.02,346.4,1,1,2025,2025-01-05,Rabi,Low,1
Sugarcane,Vellore,4.28,651.0,1,1,2025,2025-01-05,Rabi,Medium,0
Onion,Coimbatore,52.56,297.0,1,2,2025,2025-01-06,Rabi,Low,1
Chilli,Salem,128.02,479.9,1,2,2025,2025-01-06,Rabi,Medium,1
Coconut,Thanjavur,29.88,659.5,1,2,2025,2025-01-06,Rabi,Medium,0
Tomato,Coimbatore,42.17,649.8,1,2,2025,2025-01-07,Rabi,Medium,0
Banana,Dindigul,43.24,319.9,1,2,2025,2025-01-07,Rabi,Medium,0
Cabbage,Dindigul,24.59,598.4,1,2,2025,2025-01-08,Rabi,Low,1
Coconut,Coimbatore,26.22,726.0,1,2,2025,2025-01-08,Rabi,Medium,0
Sugarcane,Thanjavur,3.54,792.6,1,2,2025,2025-01-08,Rabi,Medium,0
Cotton,Madurai,54.14,376.6,1,2,2025,2025-01-09,Rabi,Medium,0
Rice,Madurai,32.9,507.9,1,2,2025,2025-01-09,Rabi,Medium,0
Cauliflower,Salem,41.81,721.2,1,2,2025,2025-01-09,Rabi,Low,1
Rice,Salem,33.49,542.5,1,2,2025,2025-01-09,Rabi,Medium,0
Chilli,Salem,143.34,544.6,1,2,2025,2025-01-10,Rabi,Low,1
Banana,Thanjavur,40.77,646.3,1,2,2025,2025-01-10,Rabi,Medium,0
Chilli,Erode,154.13,555.0,1,2,2025,2025-01-10,Rabi,Low,1
Brinjal,Salem,29.21,721.8,1,2,2025,2025-01-10,Rabi,Medium,0
Sugarcane,Thanjavur,3.73,253.9,1,2,2025,2025-01-11,Rabi,Medium,0
Chilli,Coimbatore,163.01,655.4,1,3,2025,2025-01-13,Rabi,Low,1
Coconut,Vellore,30.32,424.0,1,3,2025,2025-01-13,Rabi,Medium,0
Potato,Dindigul,34.98,630.4,1,3,2025,2025-01-13,Rabi,Low,1
Chilli,Erode,147.05,473.1,1,3,2025,2025-01-13,Rabi,Low,1
Tomato,Salem,36.4,523.7,1,3,2025,2025-01-14,Rabi,Medium,0
Cabbage,Trichy,22.8,679.8,1,3,2025,2025-01-14,Rabi,Medium,1
Chilli,Erode,150.33,280.1,1,3,2025,2025-01-15,Rabi,Low,1
Cabbage,Vellore,25.56,529.3,1,3,2025,2025-01-15,Rabi,Low,1
Sugarcane,Dindigul,3.52,603.4,1,3,2025,2025-01-15,Rabi,Medium,0
Tomato,Dindigul,36.77,709.0,1,3,2025,2025-01-15,Rabi,Medium,0
Lady Finger,Trichy,44.07,499.5,1,3,2025,2025-01-15,Rabi,Medium,0
Rice,Erode,30.09,364.1,1,3,2025,2025-01-15,Rabi,Medium,0
Groundnut,Vellore,73.45,601.1,1,3,2025,2025-01-16,Rabi,Medium,0
Coconut,Trichy,28.46,375.5,1,3,2025,2025-01-17,Rabi,Medium,0
Potato,Dindigul,34.72,289.0,1,3,2025,2025-01-17,Rabi,Low,1
Onion,Trichy,45.59,457.6,1,3,2025,2025-01-17,Rabi,Low,1
Lady Finger,Tirunelveli,43.88,505.4,1,3,2025,2025-01-18,Rabi,Medium,0
Cabbage,Erode,24.71,394.0,1,3,2025,2025-01-18,Rabi,Low,1
Banana,Dindigul,43.27,652.7,1,3,2025,2025-01-18,Rabi,Medium,0
Carrot,Madurai,68.03,259.0,1,3,2025,2025-01-18,Rabi,Low,1
Rice,Chennai,33.7,681.3,1,3,2025,2025-01-18,Rabi,Medium,0
Banana,Vellore,44.23,517.5,1,3,2025,2025-01-19,Rabi,Medium,0
Carrot,Vellore,72.69,407.0,1,4,2025,2025-01-20,Rabi,Low,1
Coconut,Vellore,28.33,543.8,1,4,2025,2025-01-20,Rabi,Medium,0
Brinjal,Dindigul,28.66,236.4,1,4,2025,2025-01-20,Rabi,Medium,0
Groundnut,Tirunelveli,69.94,451.0,1,4,2025,2025-01-21,Rabi,Medium,0
Cauliflower,Madurai,42.55,511.6,1,4,2025,2025-01-22,Rabi,Low,1
Cauliflower,Erode,47.11,346.1,1,4,2025,2025-01-22,Rabi,Low,1
Coconut,Dindigul,28.85,708.3,1,4,2025,2025-01-22,Rabi,Medium,0
Sugarcane,Tirunelveli,4.22,787.3,1,4,2025,2025-01-22,Rabi,Medium,0
Rice,Dindigul,37.3,358.8,1,4,2025,2025-01-22,Rabi,Medium,0
Cabbage,Madurai,27.77,433.6,1,4,2025,2025-01-22,Rabi,Low,1
Tomato,Vellore,37.91,361.3,1,4,2025,2025-01-23,Rabi,Medium,0
Carrot,Chennai,66.26,459.8,1,4,2025,2025-01-23,Rabi,Low,1
Potato,Salem,37.73,313.0,1,4,2025,2025-01-24,Rabi,Low,1
Rice,Salem,35.19,355.2,1,4,2025,2025-01-24,Rabi,Medium,0
Chilli,Thanjavur,159.95,644.8,1,4,2025,2025-01-24,Rabi,Low,1
Cotton,Trichy,61.71,528.8,1,4,2025,2025-01-25,Rabi,Medium,0
Sugarcane,Coimbatore,3.52,513.6,1,4,2025,2025-01-25,Rabi,Medium,0
Potato,Coimbatore,36.37,422.1,1,4,2025,2025-01-25,Rabi,Low,1
Tomato,Coimbatore,38.35,448.0,1,4,2025,2025-01-26,Rabi,Medium,0
Chilli,Trichy,150.79,654.5,1,4,2025,2025-01-26,Rabi,Low,1
Sugarcane,Chennai,3.93,958.8,1,5,2025,2025-01-27,Rabi,Medium,0
Rice,Chennai,31.56,689.6,1,5,2025,2025-01-27,Rabi,Medium,0
Carrot,Thanjavur,70.21,439.7,1,5,2025,2025-01-28,Rabi,Low,1
Lady Finger,Trichy,46.13,569.3,1,5,2025,2025-01-28,Rabi,Medium,0
Coconut,Dindigul,27.72,406.0,1,5,2025,2025-01-28,Rabi,Medium,0
Coconut,Erode,29.0,1191.6,1,5,2025,2025-01-30,Rabi,Medium,0
Lady Finger,Vellore,38.78,417.6,1,5,2025,2025-01-30,Rabi,Medium,0
Potato,Chennai,37.09,573.7,1,5,2025,2025-01-30,Rabi,Low,1
Sugarcane,Erode,4.0,414.5,1,5,2025,2025-01-30,Rabi,Medium,0
Groundnut,Dindigul,71.88,619.5,1,5,2025,2025-01-30,Rabi,Medium,0
Coconut,Tirunelveli,28.29,727.9,1,5,2025,2025-01-31,Rabi,Medium,0
Lady Finger,Erode,44.26,623.7,1,5,2025,2025-01-31,Rabi,Medium,0
Chilli,Coimbatore,141.3,589.1,1,5,2025,2025-01-31,Rabi,Low,1
Groundnut,Erode,73.28,480.8,1,5,2025,2025-01-31,Rabi,Medium,0
Banana,Thanjavur,42.51,507.9,1,5,2025,2025-01-31,Rabi,Medium,0
Cauliflower,Vellore,47.98,466.7,1,5,2025,2025-01-31,Rabi,Low,1
Potato,Madurai,37.8,540.3,1,5,2025,2025-01-31,Rabi,Low,1
Cotton,Tirunelveli,67.56,707.4,2,5,2025,2025-02-01,Rabi,Medium,0
Cotton,Vellore,62.87,266.5,2,5,2025,2025-02-01,Rabi,Medium,0
Chilli,Tirunelveli,170.74,389.6,2,5,2025,2025-02-01,Rabi,Low,1
Banana,Dindigul,48.39,546.2,2,5,2025,2025-02-02,Rabi,Medium,0
Rice,Erode,37.01,795.7,2,5,2025,2025-02-02,Rabi,Medium,0
Carrot,Chennai,49.09,461.0,2,5,2025,2025-02-02,Rabi,Medium,0
Rice,Chennai,35.08,293.6,2,6,2025,2025-02-03,Rabi,Medium,0
Carrot,Trichy,50.29,497.7,2,6,2025,2025-02-03,Rabi,Medium,0
Chilli,Erode,145.98,448.7,2,6,2025,2025-02-03,Rabi,Low,1
Rice,Erode,32.21,562.0,2,6,2025,2025-02-03,Rabi,Medium,0
Brinjal,Madurai,27.69,671.3,2,6,2025,2025-02-03,Rabi,Medium,0
Chilli,Thanjavur,137.24,415.0,2,6,2025,2025-02-03,Rabi,Medium,1
Tomato,Thanjavur,33.98,644.4,2,6,2025,2025-02-03,Rabi,High,0
Chilli,Vellore,142.74,464.4,2,6,2025,2025-02-04,Rabi,Low,1
Lady Finger,Madurai,41.21,686.8,2,6,2025,2025-02-04,Rabi,Medium,0
Lady Finger,Tirunelveli,38.49,524.1,2,6,2025,2025-02-04,Rabi,Medium,0
Sugarcane,Trichy,3.41,386.8,2,6,2025,2025-02-04,Rabi,Medium,0
Coconut,Chennai,30.26,186.9,2,6,2025,2025-02-05,Rabi,Medium,0
Lady Finger,Chennai,42.12,548.3,2,6,2025,2025-02-05,Rabi,Medium,0
Cabbage,Trichy,23.37,269.3,2,6,2025,2025-02-06,Rabi,Low,1
Chilli,Coimbatore,135.88,490.7,2,6,2025,2025-02-06,Rabi,Medium,1
Cauliflower,Chennai,36.23,380.7,2,6,2025,2025-02-06,Rabi,Medium,0
Chilli,Erode,153.11,408.9,2,6,2025,2025-02-06,Rabi,Low,1
Tomato,Trichy,38.88,647.6,2,6,2025,2025-02-07,Rabi,Medium,0
Lady Finger,Chennai,44.5,632.5,2,6,2025,2025-02-07,Rabi,Medium,0
Cotton,Coimbatore,59.83,174.7,2,6,2025,2025-02-07,Rabi,Medium,0
Rice,Vellore,35.76,459.1,2,6,2025,2025-02-07,Rabi,Medium,0
Sugarcane,Vellore,3.59,392.2,2,6,2025,2025-02-07,Rabi,Medium,0
Cotton,Trichy,58.87,890.1,2,6,2025,2025-02-07,Rabi,Medium,0
Onion,Salem,48.67,474.2,2,6,2025,2025-02-07,Rabi,Low,1
Tomato,Chennai,40.69,564.4,2,6,2025,2025-02-07,Rabi,Medium,0
Cauliflower,Erode,35.25,576.0,2,6,2025,2025-02-08,Rabi,Medium,0
Onion,Trichy,48.77,324.7,2,6,2025,2025-02-08,Rabi,Low,1
Potato,Tirunelveli,24.67,508.2,2,6,2025,2025-02-09,Rabi,Medium,0
Onion,Vellore,47.67,593.0,2,6,2025,2025-02-09,Rabi,Low,1
Brinjal,Dindigul,26.58,572.9,2,6,2025,2025-02-09,Rabi,Medium,0
Cabbage,Dindigul,24.48,422.8,2,6,2025,2025-02-09,Rabi,Low,1
Sugarcane,Trichy,3.81,466.7,2,6,2025,2025-02-09,Rabi,Medium,0
Potato,Chennai,22.96,658.0,2,7,2025,2025-02-10,Rabi,High,0
Cauliflower,Chennai,31.7,674.5,2,7,2025,2025-02-10,Rabi,Medium,0
Lady Finger,Tirunelveli,42.51,291.7,2,7,2025,2025-02-10,Rabi,Medium,0
Lady Finger,Madurai,40.05,579.3,2,7,2025,2025-02-10,Rabi,Medium,0
Onion,Salem,46.74,267.0,2,7,2025,2025-02-10,Rabi,Low,1
Carrot,Vellore,48.16,554.4,2,7,2025,2025-02-11,Rabi,Medium,0
Cotton,Salem,57.69,449.1,2,7,2025,2025-02-11,Rabi,Medium,0
Potato,Salem,25.5,694.6,2,7,2025,2025-02-11,Rabi,Medium,0
Cauliflower,Trichy,38.16,796.9,2,7,2025,2025-02-12,Rabi,Medium,0
Tomato,Tirunelveli,37.9,526.4,2,7,2025,2025-02-12,Rabi,Medium,0
Groundnut,Erode,71.32,532.4,2,7,2025,2025-02-12,Rabi,Medium,0
Coconut,Tirunelveli,26.63,475.9,2,7,2025,2025-02-12,Rabi,Medium,0
Groundnut,Salem,66.28,655.6,2,7,2025,2025-02-12,Rabi,Medium,0
Coconut,Dindigul,29.51,766.6,2,7,2025,2025-02-13,Rabi,Medium,0
Groundnut,Coimbatore,79.29,833.4,2,7,2025,2025-02-13,Rabi,Medium,0
Cotton,Madurai,49.16,390.4,2,7,2025,2025-02-13,Rabi,High,0
Onion,Tirunelveli,39.97,524.6,2,7,2025,2025-02-13,Rabi,Medium,1
Tomato,Madurai,37.8,901.0,2,7,2025,2025-02-14,Rabi,Medium,0
Sugarcane,Tirunelveli,4.06,422.6,2,7,2025,2025-02-15,Rabi,Medium,0
Groundnut,Tirunelveli,68.22,625.9,2,7,2025,2025-02-15,Rabi,Medium,0
Chilli,Coimbatore,146.04,285.5,2,7,2025,2025-02-15,Rabi,Low,1
Sugarcane,Trichy,3.95,640.8,2,7,2025,2025-02-15,Rabi,Medium,0
Groundnut,Thanjavur,71.06,263.3,2,7,2025,2025-02-15,Rabi,Medium,0
Sugarcane,Chennai,3.23,781.3,2,7,2025,2025-02-16,Rabi,High,0
Groundnut,Chennai,72.68,181.1,2,7,2025,2025-02-16,Rabi,Medium,0
Chilli,Coimbatore,156.41,613.9,2,7,2025,2025-02-16,Rabi,Low,1
Potato,Trichy,28.61,475.4,2,7,2025,2025-02-16,Rabi,Medium,0
Cotton,Vellore,55.66,578.2,2,7,2025,2025-02-16,Rabi,Medium,0
Brinjal,Erode,29.53,627.0,2,8,2025,2025-02-17,Rabi,Medium,0
Banana,Dindigul,41.83,675.6,2,8,2025,2025-02-17,Rabi,Medium,0
Potato,Thanjavur,27.16,371.3,2,8,2025,2025-02-17,Rabi,Medium,0
Potato,Trichy,27.01,579.0,2,8,2025,2025-02-18,Rabi,Medium,0
Sugarcane,Erode,3.95,720.9,2,8,2025,2025-02-18,Rabi,Medium,0
Rice,Salem,32.95,422.8,2,8,2025,2025-02-18,Rabi,Medium,0
Coconut,Chennai,30.26,580.0,2,8,2025,2025-02-19,Rabi,Medium,0
Lady Finger,Trichy,49.31,559.5,2,8,2025,2025-02-19,Rabi,Medium,0
Rice,Thanjavur,34.85,418.7,2,8,2025,2025-02-19,Rabi,Medium,0
Banana,Erode,42.13,478.3,2,8,2025,2025-02-19,Rabi,Medium,0
Groundnut,Coimbatore,67.21,535.2,2,8,2025,2025-02-19,Rabi,Medium,0
Potato,Vellore,30.73,720.1,2,8,2025,2025-02-20,Rabi,Medium,0
Onion,Vellore,45.05,433.3,2,8,2025,2025-02-20,Rabi,Low,1
Tomato,Dindigul,36.09,581.7,2,8,2025,2025-02-20,Rabi,Medium,0
Chilli,Vellore,146.96,614.4,2,8,2025,2025-02-21,Rabi,Low,1
Brinjal,Vellore,26.28,247.2,2,8,2025,2025-02-21,Rabi,Medium,0
Lady Finger,Trichy,40.56,566.6,2,8,2025,2025-02-21,Rabi,Medium,0
Banana,Erode,44.53,697.5,2,8,2025,2025-02-22,Rabi,Medium,0
Lady Finger,Tirunelveli,45.89,574.2,2,8,2025,2025-02-22,Rabi,Medium,0
Rice,Tirunelveli,33.83,417.1,2,8,2025,2025-02-22,Rabi,Medium,0
Lady Finger,Erode,43.47,707.4,2,8,2025,2025-02-22,Rabi,Medium,0
Rice,Coimbatore,34.7,543.8,2,8,2025,2025-02-22,Rabi,Medium,0
Carrot,Salem,55.32,721.7,2,8,2025,2025-02-23,Rabi,Medium,0
Tomato,Dindigul,35.84,645.8,2,8,2025,2025-02-23,Rabi,Medium,0
Lady Finger,Vellore,39.83,368.8,2,8,2025,2025-02-23,Rabi,Medium,0
Coconut,Trichy,28.81,388.0,2,8,2025,2025-02-23,Rabi,Medium,0
Lady Finger,Erode,44.6,696.6,2,8,2025,2025-02-23,Rabi,Medium,0
Lady Finger,Tirunelveli,42.02,657.1,2,9,2025,2025-02-24,Rabi,Medium,0
Rice,Coimbatore,32.36,449.8,2,9,2025,2025-02-24,Rabi,Medium,0
Cabbage,Tirunelveli,23.66,340.8,2,9,2025,2025-02-24,Rabi,Low,1
Tomato,Dindigul,38.81,415.5,2,9,2025,2025-02-24,Rabi,Medium,0
Tomato,Dindigul,40.23,558.1,2,9,2025,2025-02-24,Rabi,Medium,0
Cauliflower,Salem,34.97,396.8,2,9,2025,2025-02-24,Rabi,Medium,0
Cauliflower,Chennai,33.19,364.0,2,9,2025,2025-02-25,Rabi,Medium,0
Brinjal,Erode,28.05,721.3,2,9,2025,2025-02-25,Rabi,Medium,0
Cotton,Coimbatore,58.35,618.0,2,9,2025,2025-02-25,Rabi,Medium,0
Potato,Salem,29.45,626.0,2,9,2025,2025-02-25,Rabi,Medium,0
Banana,Trichy,43.63,563.4,2,9,2025,2025-02-25,Rabi,Medium,0
Onion,Vellore,45.39,375.7,2,9,2025,2025-02-25,Rabi,Low,1
Brinjal,Dindigul,30.81,559.4,2,9,2025,2025-02-27,Rabi,Medium,0
Carrot,Madurai,52.97,618.1,2,9,2025,2025-02-27,Rabi,Medium,0
Carrot,Salem,53.09,424.0,2,9,2025,2025-02-27,Rabi,Medium,0
Cabbage,Trichy,24.57,372.0,2,9,2025,2025-02-27,Rabi,Low,1
Sugarcane,Thanjavur,3.74,370.7,2,9,2025,2025-02-27,Rabi,Medium,0
Banana,Madurai,48.1,222.8,2,9,2025,2025-02-28,Rabi,Medium,0
Banana,Madurai,47.33,504.1,2,9,2025,2025-02-28,Rabi,Medium,0
Groundnut,Dindigul,63.53,486.8,2,9,2025,2025-02-28,Rabi,High,0
Rice,Trichy,32.27,541.4,2,9,2025,2025-02-28,Rabi,Medium,0
Chilli,Coimbatore,148.25,456.8,2,9,2025,2025-02-28,Rabi,Low,1
Brinjal,Coimbatore,29.64,680.8,2,9,2025,2025-02-28,Rabi,Medium,0
Carrot,Chennai,51.72,542.2,2,9,2025,2025-02-28,Rabi,Medium,0
Cabbage,Trichy,20.79,427.0,3,9,2025,2025-03-01,Rabi,Medium,0
Chilli,Thanjavur,161.66,690.3,3,9,2025,2025-03-02,Rabi,Low,1
Coconut,Madurai,33.83,534.1,3,10,2025,2025-03-03,Rabi,Medium,1
Coconut,Dindigul,37.54,331.0,3,10,2025,2025-03-03,Rabi,Low,1
Coconut,Dindigul,34.1,638.3,3,10,2025,2025-03-03,Rabi,Medium,1
Potato,Coimbatore,24.77,747.9,3,10,2025,2025-03-03,Rabi,Medium,0
Onion,Trichy,32.79,458.2,3,10,2025,2025-03-04,Rabi,Medium,0
Cotton,Vellore,60.72,538.5,3,10,2025,2025-03-04,Rabi,Medium,0
Cotton,Erode,57.78,854.7,3,10,2025,2025-03-04,Rabi,Medium,0
Carrot,Erode,49.92,245.2,3,10,2025,2025-03-04,Rabi,Medium,0
Carrot,Madurai,55.86,728.5,3,10,2025,2025-03-04,Rabi,Medium,0
Cabbage,Madurai,18.87,586.3,3,10,2025,2025-03-05,Rabi,Medium,0
Lady Finger,Tirunelveli,47.77,610.4,3,10,2025,2025-03-05,Rabi,Medium,0
Cabbage,Tirunelveli,19.52,639.4,3,10,2025,2025-03-05,Rabi,Medium,0
Carrot,Coimbatore,52.51,697.1,3,10,2025,2025-03-05,Rabi,Medium,0
Banana,Coimbatore,42.23,359.2,3,10,2025,2025-03-06,Rabi,Medium,0
Onion,Trichy,35.47,672.0,3,10,2025,2025-03-06,Rabi,Medium,0
Brinjal,Salem,30.37,551.2,3,10,2025,2025-03-06,Rabi,Medium,0
Cabbage,Chennai,19.89,546.2,3,10,2025,2025-03-07,Rabi,Medium,0
Onion,Madurai,30.3,670.1,3,10,2025,2025-03-07,Rabi,Medium,0
Onion,Erode,32.67,678.9,3,10,2025,2025-03-07,Rabi,Medium,0
Tomato,Salem,34.83,575.8,3,10,2025,2025-03-07,Rabi,Medium,0
Banana,Dindigul,44.87,690.5,3,10,2025,2025-03-07,Rabi,Medium,0
Carrot,Chennai,61.69,585.8,3,10,2025,2025-03-08,Rabi,Medium,0
Carrot,Tirunelveli,49.39,612.6,3,10,2025,2025-03-08,Rabi,Medium,0
Tomato,Vellore,34.83,689.8,3,10,2025,2025-03-08,Rabi,Medium,0
Cauliflower,Erode,32.18,783.0,3,10,2025,2025-03-08,Rabi,Medium,0
Banana,Vellore,43.1,518.7,3,10,2025,2025-03-08,Rabi,Medium,0
Potato,Vellore,27.33,749.9,3,10,2025,2025-03-09,Rabi,Medium,0
Cabbage,Tirunelveli,18.27,689.9,3,10,2025,2025-03-09,Rabi,Medium,0
Sugarcane,Thanjavur,4.22,546.0,3,10,2025,2025-03-09,Rabi,Medium,0
Tomato,Trichy,37.67,296.2,3,10,2025,2025-03-09,Rabi,Medium,0
Chilli,Tirunelveli,159.71,503.6,3,10,2025,2025-03-09,Rabi,Low,1
Onion,Trichy,33.77,632.9,3,11,2025,2025-03-10,Rabi,Medium,0
Potato,Thanjavur,25.08,634.5,3,11,2025,2025-03-10,Rabi,Medium,0
Onion,Chennai,37.05,442.5,3,11,2025,2025-03-11,Rabi,Medium,0
Onion,Thanjavur,31.8,496.5,3,11,2025,2025-03-11,Rabi,Medium,0
Carrot,Tirunelveli,49.83,575.5,3,11,2025,2025-03-11,Rabi,Medium,0
Brinjal,Coimbatore,29.15,476.9,3,11,2025,2025-03-11,Rabi,Medium,0
Rice,Tirunelveli,30.45,480.1,3,11,2025,2025-03-12,Rabi,Medium,0
Cotton,Chennai,61.35,557.9,3,11,2025,2025-03-13,Rabi,Medium,0
Carrot,Thanjavur,52.96,706.9,3,11,2025,2025-03-13,Rabi,Medium,0
Banana,Coimbatore,40.4,713.0,3,11,2025,2025-03-13,Rabi,Medium,0
Cotton,Chennai,58.25,298.6,3,11,2025,2025-03-13,Rabi,Medium,0
Groundnut,Madurai,71.58,536.0,3,11,2025,2025-03-13,Rabi,Medium,0
Cotton,Erode,57.93,631.6,3,11,2025,2025-03-13,Rabi,Medium,0
Rice,Thanjavur,34.21,482.7,3,11,2025,2025-03-13,Rabi,Medium,0
Rice,Salem,34.83,830.3,3,11,2025,2025-03-14,Rabi,Medium,0
Brinjal,Dindigul,29.77,636.8,3,11,2025,2025-03-14,Rabi,Medium,0
Cauliflower,Tirunelveli,32.71,679.3,3,11,2025,2025-03-14,Rabi,Medium,0
